ticker,binomial_passed,independence_simple_passed,kupiec_passed,christoffersen_independence_passed,christoffersen_conditional_passed
A,false,true,false,true,false
AAPL,false,true,false,true,false
ABT,false,true,false,true,false
ACGL,false,true,false,true,true
ACN,false,true,false,true,true
ADBE,true,true,true,true,true
ADI,false,true,false,true,false
ADM,false,true,false,true,false
ADP,true,true,true,true,true
ADSK,true,true,true,true,true
AEE,false,true,false,true,false
AEP,false,false,false,false,false
AES,false,true,false,true,false
AFL,true,true,true,true,true
AIG,false,false,false,false,false
AIZ,true,true,true,true,true
AJG,false,true,false,true,true
AKAM,true,true,true,true,true
ALB,false,true,false,true,false
ALGN,true,true,true,true,true
ALL,false,true,false,true,false
AMAT,false,true,false,true,false
AMD,false,true,false,true,false
AME,false,true,false,true,true
AMGN,false,true,false,true,true
AMP,false,true,false,true,false
AMT,false,true,false,true,true
AMZN,true,true,true,true,true
AON,false,true,false,true,true
AOS,false,true,true,true,true
APA,false,true,false,true,false
APD,false,true,false,true,false
APH,true,true,true,true,true
ARE,false,true,false,true,false
ATO,false,true,false,true,false
AVB,false,true,false,true,false
AVGO,false,true,false,true,false
AVY,false,false,true,false,false
AWK,false,true,false,true,false
AXON,true,true,true,true,true
AXP,true,false,true,false,false
AZO,false,true,false,true,false
BA,false,false,false,false,false
BAC,false,false,false,false,false
BALL,false,true,true,true,true
BAX,false,true,false,true,false
BBY,true,true,true,true,true
BDX,false,true,true,true,true
BEN,false,true,false,true,false
BG,true,false,true,false,false
BIIB,true,true,true,true,true
BK,false,true,true,true,true
BKNG,true,true,true,true,true
BKR,true,true,true,true,true
BLDR,false,true,false,true,false
BLK,false,true,false,true,false
BMY,true,true,true,true,true
BR,false,true,false,true,false
BRO,true,true,true,true,true
BSX,false,true,false,true,true
BX,false,true,false,true,false
BXP,false,false,false,false,false
C,false,true,false,true,false
CAG,true,true,true,true,true
CAH,true,true,true,true,true
CAT,false,true,false,true,false
CB,false,true,false,true,false
CBRE,false,false,false,false,false
CCI,true,true,true,true,true
CCL,false,true,false,true,false
CDNS,false,true,false,true,false
CF,false,true,false,true,false
CHD,false,true,false,true,false
CHRW,true,true,true,true,true
CHTR,true,true,true,true,true
CI,true,true,true,true,true
CINF,false,true,false,true,false
CL,false,true,false,true,true
CLX,false,true,false,true,true
CMCSA,false,true,false,true,false
CME,false,false,false,false,false
CMG,true,true,true,true,true
CMI,false,true,false,true,true
CMS,false,true,false,true,false
CNC,false,true,false,true,false
CNP,false,true,false,true,false
COF,true,false,true,false,false
COO,true,true,true,true,true
COP,false,true,false,true,false
COR,true,true,true,true,true
COST,true,true,true,true,true
CPB,false,true,false,true,false
CPRT,true,true,true,true,true
CPT,false,false,false,false,false
CRL,true,true,true,true,true
CRM,true,true,true,true,true
CSCO,true,true,true,true,true
