ticker,binomial_passed,independence_simple_passed,kupiec_passed,christoffersen_independence_passed,christoffersen_conditional_passed
A,false,true,false,true,false
AAPL,false,true,false,true,false
ABT,false,false,false,false,false
ACGL,false,false,false,false,false
ACN,false,false,false,false,false
ADBE,true,false,true,false,false
ADI,true,true,true,true,true
ADM,false,true,false,true,false
ADP,true,true,true,true,true
ADSK,true,false,true,false,false
AEE,false,false,false,false,false
AEP,true,false,true,false,false
AES,false,true,false,true,true
AFL,true,false,true,false,false
AIG,false,false,false,false,false
AIZ,true,false,true,false,false
AJG,false,false,false,false,false
AKAM,true,true,true,true,true
ALB,true,true,true,true,true
ALGN,true,false,true,false,false
ALL,true,true,true,true,true
AMAT,false,false,true,false,false
AMD,true,true,true,true,true
AME,true,false,true,false,false
AMGN,true,false,true,false,false
AMP,false,false,false,false,false
AMT,true,false,true,false,false
AMZN,true,false,true,false,false
AON,false,true,true,true,true
AOS,true,true,true,true,true
APA,false,true,false,true,false
APD,false,true,false,true,false
APH,true,false,true,false,false
ARE,true,true,true,true,true
ATO,true,false,true,false,false
AVB,true,false,true,false,false
AVGO,true,true,true,true,true
AVY,false,false,false,false,false
AWK,false,false,false,false,false
AXON,true,true,true,true,true
AXP,true,false,true,false,false
AZO,false,true,false,true,false
BA,false,false,false,false,false
BAC,false,false,false,false,false
BALL,false,false,true,false,false
BAX,false,true,false,true,false
BBY,false,true,false,true,false
BDX,false,true,false,true,false
BEN,true,false,true,false,false
BG,false,true,false,true,false
BIIB,true,true,true,true,true
BK,false,false,false,false,false
BKNG,false,true,false,true,false
BKR,true,true,true,true,true
BLDR,true,false,true,false,false
BLK,false,false,false,false,false
BMY,true,true,true,true,true
BR,false,true,true,true,true
BRO,false,false,false,false,false
BSX,true,true,true,true,true
BX,false,false,false,false,false
BXP,true,false,true,false,false
C,false,false,false,false,false
CAG,true,false,true,false,false
CAH,true,true,true,true,true
CAT,true,false,true,false,false
CB,false,false,false,false,false
CBRE,true,false,true,false,false
CCI,true,true,true,true,true
CCL,false,true,false,true,false
CDNS,true,true,true,true,true
CF,false,false,false,false,false
CHD,false,true,true,true,true
CHRW,true,true,true,true,true
CHTR,true,true,true,true,true
CI,true,false,true,false,false
CINF,false,false,false,false,false
CL,true,false,true,false,false
CLX,true,true,true,true,true
CMCSA,false,true,false,true,false
CME,true,false,true,false,false
CMG,true,true,true,true,true
CMI,false,true,false,true,true
CMS,false,false,true,false,false
CNC,false,true,false,true,false
CNP,true,false,true,false,false
COF,true,false,true,false,false
COO,false,false,true,false,false
COP,false,false,false,false,false
COR,true,true,true,true,true
COST,false,false,false,false,false
CPB,false,false,true,false,false
CPRT,true,true,true,true,true
CPT,true,false,true,false,false
CRL,true,false,true,false,false
CRM,true,true,true,true,true
CSCO,false,false,true,false,false
