ticker,binomial_passed,independence_simple_passed,kupiec_passed,christoffersen_independence_passed,christoffersen_conditional_passed
A,false,false,false,false,false
AAPL,false,false,false,false,false
ABT,false,true,false,false,false
ACGL,false,true,false,true,false
ACN,false,true,false,true,false
ADBE,false,true,false,true,false
ADI,false,false,false,false,false
ADM,false,true,false,true,false
ADP,false,true,false,false,false
ADSK,false,true,false,true,false
AEE,false,false,false,false,false
AEP,false,true,false,true,false
AES,false,false,false,false,false
AFL,false,true,false,true,false
AIG,false,true,false,true,false
AIZ,false,false,false,false,false
AJG,false,true,false,true,false
AKAM,true,false,true,false,false
ALB,false,false,false,false,false
ALGN,false,true,false,false,false
ALL,false,true,false,false,false
AMAT,false,false,false,false,false
AMD,false,false,false,false,false
AME,false,true,false,true,false
AMGN,false,false,false,false,false
AMP,false,true,false,true,false
AMT,false,true,false,true,false
AMZN,false,false,false,false,false
AON,false,false,false,false,false
AOS,false,true,false,false,false
APA,false,false,false,false,false
APD,false,true,false,true,false
APH,false,true,false,true,false
ARE,false,true,false,true,false
ATO,false,false,false,false,false
AVB,false,false,false,false,false
AVGO,false,false,false,false,false
AVY,false,true,false,true,false
AWK,false,false,false,false,false
AXON,false,false,false,false,false
AXP,false,true,false,true,false
AZO,false,false,false,false,false
BA,false,true,false,true,false
BAC,true,true,true,true,false
BALL,false,false,false,false,false
BAX,false,true,false,true,false
BBY,false,false,false,false,false
BDX,false,false,false,false,false
BEN,false,true,false,true,false
BG,false,false,false,false,false
BIIB,false,false,false,false,false
BK,false,true,false,true,false
BKNG,false,true,false,true,false
BKR,false,true,false,true,false
BLDR,false,false,false,false,false
BLK,false,true,false,true,false
BMY,false,false,false,false,false
BR,false,true,false,false,false
BRO,false,true,false,true,false
BSX,false,false,false,false,false
BX,false,true,false,true,false
BXP,false,true,false,true,false
C,false,true,false,true,false
CAG,false,true,false,true,false
CAH,false,true,false,false,false
CAT,false,true,false,true,false
CB,false,false,false,false,false
CBRE,false,true,false,true,false
CCI,false,false,false,false,false
CCL,false,true,false,true,false
CDNS,false,false,false,false,false
CF,false,false,false,false,false
CHD,false,true,false,true,false
CHRW,false,false,false,false,false
CHTR,false,true,false,false,false
CI,false,false,false,false,false
CINF,false,false,false,false,false
CL,false,false,false,false,false
CLX,false,false,false,false,false
CMCSA,false,false,false,false,false
CME,false,false,false,false,false
CMG,false,false,false,false,false
CMI,false,true,false,true,false
CMS,false,true,false,true,false
CNC,false,true,false,true,false
CNP,false,true,false,true,false
COF,false,true,false,true,false
COO,false,false,false,false,false
COP,false,true,false,true,false
COR,false,false,false,false,false
COST,false,true,false,true,false
CPB,false,true,false,true,false
CPRT,false,false,false,false,false
CPT,false,true,false,false,false
CRL,false,true,false,true,false
CRM,false,true,false,true,false
CSCO,false,true,false,true,false
CSGP,false,false,false,false,false
CSX,false,false,false,false,false
CTAS,false,false,false,false,false
CTRA,false,true,false,true,false
CTSH,false,true,false,true,true
CVS,false,false,false,false,false
CVX,false,true,false,true,false
D,false,true,false,true,false
DAL,false,true,false,true,false
DD,false,true,false,true,false
DE,false,true,false,false,false
DECK,false,true,false,true,false
DG,false,true,false,true,false
DGX,false,false,false,false,false
DHI,false,false,false,false,false
DHR,false,true,false,true,false
DIS,false,false,false,false,false
DLR,false,false,false,false,false
DLTR,false,true,false,false,false
DOC,false,true,false,false,false
DOV,false,true,false,true,false
DPZ,false,false,false,false,false
DRI,false,false,false,false,false
DTE,false,true,false,true,false
DUK,false,true,false,true,false
DVA,false,true,false,true,false
DVN,false,true,false,true,false
DXCM,false,true,false,true,false
EA,false,false,false,false,false
