ticker,binomial_passed,independence_simple_passed,kupiec_passed,christoffersen_independence_passed,christoffersen_conditional_passed
A,true,true,true,true,true
AAPL,true,true,true,true,true
ABT,true,true,true,true,true
ACGL,true,true,true,true,true
ACN,true,true,true,true,true
ADBE,true,true,true,true,true
ADI,true,true,true,true,true
ADM,true,true,true,true,true
ADP,true,true,true,true,true
ADSK,true,true,true,true,true
AEE,true,true,true,true,true
AEP,true,true,true,true,true
AES,true,true,true,true,true
AFL,true,false,true,false,false
AIG,true,false,true,false,false
AIZ,true,true,true,true,true
AJG,true,false,true,false,false
AKAM,false,false,false,false,false
ALB,true,true,true,true,true
ALGN,false,false,false,false,false
ALL,false,true,false,true,true
AMAT,true,true,true,true,true
AMD,true,true,true,true,true
AME,true,true,true,true,true
AMGN,true,true,true,true,true
AMP,true,false,true,false,false
AMT,true,false,true,false,true
AMZN,true,true,true,true,true
AON,true,true,true,true,true
AOS,true,true,true,true,true
APA,true,true,true,true,true
APD,true,true,true,true,true
APH,true,true,true,true,true
ARE,true,true,true,true,true
ATO,true,true,true,true,true
AVB,true,false,true,false,true
AVGO,true,true,true,true,true
AVY,true,false,true,false,false
AWK,true,true,true,true,true
AXON,false,true,false,false,false
AXP,true,false,true,false,true
AZO,true,true,true,true,true
BA,true,true,true,true,true
BAC,true,false,true,false,false
BALL,true,true,true,true,true
BAX,true,true,true,true,true
BBY,false,true,false,true,false
BDX,true,true,true,true,true
BEN,true,true,true,true,true
BG,false,true,false,true,false
BIIB,true,true,true,true,true
BK,true,false,true,false,true
BKNG,true,false,true,false,true
BKR,true,false,true,false,false
BLDR,true,true,true,true,true
BLK,true,true,true,true,true
BMY,true,true,true,true,true
BR,true,true,true,true,true
BRO,true,false,true,false,false
BSX,true,true,true,true,true
BX,true,true,true,true,true
BXP,true,true,true,true,true
C,true,false,true,false,false
CAG,true,false,true,false,false
CAH,true,true,true,true,true
CAT,true,true,true,true,true
CB,true,true,true,true,true
CBRE,true,false,true,false,false
CCI,true,false,true,false,false
CCL,true,false,true,false,false
CDNS,true,true,true,true,true
CF,true,true,true,true,true
CHD,true,true,true,true,true
CHRW,false,true,false,false,false
CHTR,true,true,true,true,true
CI,true,true,true,true,true
CINF,true,false,true,false,false
CL,true,true,true,true,true
CLX,true,true,true,true,true
CMCSA,true,true,true,true,true
CME,true,true,true,true,true
CMG,false,true,false,true,false
CMI,true,true,true,true,true
CMS,true,false,true,false,true
CNC,true,true,true,true,true
CNP,true,false,true,false,true
COF,true,true,true,true,true
COO,true,true,true,true,true
COP,true,false,true,false,false
COR,true,true,true,true,true
COST,true,true,true,true,true
CPB,true,true,true,true,true
CPRT,false,true,false,true,false
CPT,true,true,true,true,true
CRL,true,false,true,false,false
CRM,true,false,true,false,true
CSCO,true,true,true,true,true
CSGP,true,true,true,true,true
CSX,true,true,true,true,true
CTAS,true,true,true,true,true
CTRA,true,true,true,true,true
CTSH,false,false,false,false,false
CVS,true,true,true,true,true
CVX,true,true,true,true,true
D,true,false,true,false,false
DAL,true,false,true,false,false
DD,true,false,true,false,false
DE,true,true,true,true,true
DECK,false,true,false,true,false
DG,false,true,false,true,false
DGX,true,true,true,true,true
DHI,true,true,true,true,true
DHR,true,true,true,true,true
DIS,true,true,true,true,true
DLR,true,true,true,true,true
DLTR,false,true,false,true,false
DOC,true,true,true,true,true
DOV,true,true,true,true,true
DPZ,true,true,true,true,true
DRI,true,true,true,true,true
DTE,true,false,true,false,false
DUK,true,false,true,false,false
DVA,true,true,true,true,true
DVN,true,false,true,false,false
DXCM,false,false,false,false,false
EA,true,true,true,true,true
EBAY,false,true,false,true,true
ECL,true,true,true,true,true
ED,true,true,true,true,true
EFX,true,false,true,false,true
EG,true,true,true,true,true
EIX,true,true,true,true,true
EL,false,true,false,true,false
ELV,true,true,true,true,true
EMN,true,true,true,true,true
EMR,true,true,true,true,true
EOG,true,true,true,true,true
EQIX,false,true,false,true,false
EQR,true,true,true,true,true
EQT,true,true,true,true,true
ERIE,true,true,true,true,true
ES,true,true,true,true,true
ESS,true,true,true,true,true
ETN,true,false,true,false,true
ETR,true,true,true,true,true
EVRG,true,false,true,false,false
EW,false,false,false,false,false
EXC,true,true,true,true,true
EXPD,true,true,true,true,true
EXPE,false,false,false,false,false
EXR,true,false,true,false,false
F,true,true,true,true,true
FAST,true,true,true,true,true
FCX,true,true,true,true,true
FDS,true,true,true,true,true
FDX,true,false,true,false,true
FE,false,true,false,true,true
FFIV,false,true,false,true,false
FICO,true,true,true,true,true
FIS,true,false,true,false,false
FITB,true,false,true,false,false
FRT,true,true,true,true,true
FSLR,true,true,true,true,true
FTNT,false,true,false,true,false
GD,true,true,true,true,true
GE,true,false,true,false,true
GEN,false,true,false,true,false
GILD,true,true,true,true,true
GIS,true,true,true,true,true
GL,true,false,true,false,false
GLW,true,true,true,true,true
GOOG,true,true,true,true,true
GOOGL,true,true,true,true,true
GPC,true,true,true,true,true
GPN,false,true,false,true,true
GRMN,false,true,false,true,false
GS,true,false,true,false,true
GWW,true,true,true,true,true
HAL,true,true,true,true,true
HAS,false,true,false,true,false
HBAN,true,false,true,false,false
HD,true,true,true,true,true
HIG,true,true,true,true,true
HOLX,true,true,true,true,true
HON,true,false,true,false,true
HPQ,true,true,true,true,true
HRL,true,true,true,true,true
HSIC,true,false,true,false,false
HST,true,false,true,false,true
HSY,true,true,true,true,true
HUBB,true,true,true,true,true
