ticker,binomial_passed,independence_simple_passed,kupiec_passed,christoffersen_independence_passed,christoffersen_conditional_passed
A,false,true,false,true,false
AAPL,false,true,true,true,true
ABT,false,false,false,false,false
ACGL,false,false,true,false,false
ACN,true,true,true,true,true
ADBE,true,true,true,true,true
ADI,false,true,false,true,false
ADM,false,true,false,true,false
ADP,false,true,false,true,true
ADSK,true,true,true,true,true
AEE,false,true,false,true,false
AEP,false,false,false,false,false
AES,true,true,true,true,true
AFL,true,true,true,true,true
AIG,false,false,true,false,false
AIZ,true,true,true,true,true
AJG,true,false,true,false,false
AKAM,true,true,true,true,true
ALB,false,true,false,true,false
ALGN,true,true,true,true,true
ALL,false,true,false,true,true
AMAT,false,true,false,true,false
AMD,false,true,false,true,false
AME,false,true,false,true,true
AMGN,true,true,true,true,true
AMP,false,true,false,true,false
AMT,true,true,true,true,true
AMZN,true,true,true,true,true
AON,false,true,false,true,false
AOS,true,true,true,true,true
APA,false,false,false,false,false
APD,true,true,true,true,true
APH,false,false,false,false,false
ARE,false,true,false,true,false
ATO,false,true,false,true,true
AVB,false,false,false,false,false
AVGO,true,true,true,true,true
AVY,true,false,true,false,false
AWK,false,false,false,false,false
AXON,true,true,true,true,true
AXP,true,false,true,false,false
AZO,false,true,false,true,false
BA,false,true,false,true,false
BAC,false,false,false,false,false
BALL,true,false,true,false,false
BAX,false,true,false,true,false
BBY,true,true,true,true,true
BDX,false,true,true,true,true
BEN,false,true,false,true,true
BG,true,true,true,true,true
BIIB,true,true,true,true,true
BK,false,true,true,true,true
BKNG,true,true,true,true,true
BKR,true,true,true,true,true
BLDR,true,true,true,true,true
BLK,false,true,false,true,false
BMY,true,true,true,true,true
BR,false,true,false,true,false
BRO,true,true,true,true,true
BSX,false,true,false,true,true
BX,false,true,false,true,false
BXP,true,true,true,true,true
C,false,true,false,true,true
CAG,true,true,true,true,true
CAH,true,true,true,true,true
CAT,true,true,true,true,true
CB,false,true,false,true,false
CBRE,false,false,true,false,false
CCI,true,true,true,true,true
CCL,false,true,false,true,false
CDNS,true,true,true,true,true
CF,false,true,false,true,false
CHD,false,true,false,true,false
CHRW,true,true,true,true,true
CHTR,true,true,true,true,true
CI,true,true,true,true,true
CINF,false,false,false,false,false
CL,false,true,false,true,true
CLX,true,true,true,true,true
CMCSA,false,true,false,true,false
CME,false,false,false,false,false
CMG,true,true,true,true,true
CMI,false,true,false,true,true
CMS,false,false,false,false,false
CNC,false,true,false,true,false
CNP,false,true,false,true,true
COF,true,false,true,false,false
COO,true,false,true,false,false
COP,false,false,false,false,false
COR,true,true,true,true,true
COST,true,true,true,true,true
CPB,false,true,false,true,false
CPRT,true,true,true,true,true
CPT,false,false,false,false,false
CRL,true,true,true,true,true
CRM,true,true,true,true,true
CSCO,true,false,true,false,false
CSGP,true,true,true,true,true
CSX,false,true,false,true,true
CTAS,true,true,true,true,true
CTRA,true,true,true,true,true
CTSH,false,false,false,false,false
CVS,true,true,true,true,true
CVX,true,true,true,true,true
D,false,false,false,false,false
DAL,true,false,true,false,false
DD,true,false,true,false,false
DE,false,true,false,true,false
DECK,false,true,false,true,true
DG,true,false,true,false,true
DGX,true,true,true,true,true
DHI,false,true,false,true,true
DHR,true,true,true,true,true
DIS,true,true,true,true,true
DLR,true,true,true,true,true
DLTR,true,true,true,true,true
DOC,false,false,false,false,false
DOV,false,true,false,true,false
DPZ,true,true,true,true,true
DRI,false,true,true,true,true
DTE,false,true,false,true,false
DUK,false,true,false,true,false
DVA,true,true,true,true,true
DVN,true,false,true,false,false
DXCM,true,true,true,true,true
EA,true,true,true,true,true
EBAY,true,true,true,true,true
ECL,false,true,false,true,true
ED,false,false,false,false,false
EFX,false,false,false,false,false
EG,false,false,true,false,false
EIX,false,false,false,false,false
EL,true,true,true,true,true
ELV,false,true,false,true,false
EMN,true,true,true,true,true
EMR,false,true,false,true,false
EOG,true,false,true,false,false
EQIX,true,false,true,false,false
EQR,false,false,false,false,false
EQT,true,true,true,true,true
ERIE,true,true,true,true,true
ES,false,true,false,true,false
ESS,false,false,false,false,false
ETN,false,false,true,false,false
ETR,false,true,false,true,false
EVRG,false,false,false,false,false
EW,true,true,true,true,true
EXC,false,false,false,false,false
EXPD,true,true,true,true,true
EXPE,true,false,true,false,false
EXR,false,true,false,true,false
F,true,true,true,true,true
FAST,true,true,true,true,true
