ticker,binomial_passed,independence_simple_passed,kupiec_passed,christoffersen_independence_passed,christoffersen_conditional_passed
A,true,true,true,true,true
AAPL,false,true,false,true,false
ABT,false,true,false,true,false
ACGL,true,true,true,true,true
ACN,true,true,true,true,true
ADBE,true,true,true,true,true
ADI,false,false,false,false,false
ADM,true,true,true,true,true
ADP,false,true,false,true,false
ADSK,true,true,true,true,true
AEE,true,true,true,true,true
AEP,false,true,false,true,false
AES,false,true,false,true,true
AFL,true,true,true,true,true
AIG,true,true,true,true,true
AIZ,true,true,true,true,true
AJG,true,true,true,true,true
AKAM,true,true,true,true,true
ALB,false,true,false,true,false
ALGN,true,true,true,true,true
ALL,true,true,true,true,true
AMAT,false,true,false,true,false
AMD,false,false,false,false,false
AME,true,true,true,true,true
AMGN,false,true,false,true,false
AMP,false,true,false,true,true
AMT,true,true,true,true,true
AMZN,true,true,true,true,true
AON,true,true,true,true,true
AOS,true,true,true,true,true
APA,false,true,false,true,false
APD,true,true,true,true,true
APH,true,true,true,true,true
ARE,false,true,false,true,false
ATO,false,true,false,true,true
AVB,true,true,true,true,true
AVGO,false,true,false,true,false
AVY,true,false,true,false,true
AWK,true,true,true,true,true
AXON,true,false,true,false,false
AXP,true,true,true,true,true
AZO,true,true,true,true,true
BA,true,true,true,true,true
BAC,true,true,true,true,true
BALL,false,true,false,true,true
BAX,false,true,false,true,false
BBY,true,false,true,false,false
BDX,false,true,false,true,false
BEN,true,true,true,true,true
BG,true,true,true,true,true
BIIB,true,true,true,false,true
BK,true,true,true,true,true
BKNG,true,true,true,true,true
BKR,false,true,false,true,false
BLDR,true,true,true,true,true
BLK,false,true,false,true,false
BMY,true,true,true,true,true
BR,true,true,true,true,true
BRO,true,true,true,true,true
BSX,true,true,true,true,true
BX,true,true,true,true,true
BXP,true,true,true,true,true
C,true,true,true,true,true
CAG,true,true,true,true,true
CAH,true,true,true,true,true
CAT,true,true,true,true,true
CB,false,true,false,true,false
CBRE,true,true,true,true,true
CCI,true,true,true,true,true
CCL,false,true,false,true,true
CDNS,false,false,false,false,false
CF,false,true,false,true,false
CHD,true,true,true,true,true
CHRW,true,false,true,false,false
CHTR,true,true,true,true,true
CI,true,true,true,true,true
CINF,false,true,false,true,false
CL,true,true,true,true,true
CLX,true,true,true,true,true
CMCSA,true,true,true,true,true
CME,true,true,true,true,true
CMG,true,true,true,true,true
CMI,true,true,true,true,true
CMS,false,true,false,true,true
CNC,true,true,true,true,true
CNP,true,true,true,true,true
COF,true,true,true,true,true
COO,true,true,true,true,true
COP,false,true,false,true,false
COR,true,false,true,false,false
COST,true,true,true,true,true
CPB,true,true,true,true,true
CPRT,true,true,true,true,true
CPT,false,true,false,true,false
CRL,false,true,false,true,true
CRM,true,true,true,true,true
CSCO,true,true,true,true,true
CSGP,false,true,false,true,true
CSX,false,true,false,true,true
CTAS,true,true,true,false,false
CTRA,true,true,true,true,true
CTSH,true,true,true,true,true
CVS,true,false,true,false,false
CVX,false,true,false,true,false
D,true,true,true,true,true
DAL,false,true,false,true,false
DD,true,true,true,true,true
DE,true,true,true,true,true
DECK,true,true,true,true,true
DG,true,true,true,true,true
DGX,true,true,true,true,true
DHI,false,true,false,true,true
DHR,false,true,false,true,false
DIS,true,true,true,true,true
DLR,false,true,false,true,false
DLTR,true,true,true,true,true
DOC,false,true,false,true,true
DOV,false,true,false,true,false
DPZ,true,true,true,false,false
DRI,false,true,false,true,true
DTE,false,true,false,true,false
DUK,false,true,false,true,false
DVA,false,true,false,true,true
DVN,false,true,false,true,false
DXCM,true,true,true,true,true
EA,true,true,true,true,true
EBAY,true,true,true,true,true
ECL,false,true,false,true,true
ED,false,true,false,true,false
EFX,false,true,false,true,true
EG,false,true,false,true,true
EIX,false,true,false,true,true
EL,true,true,true,true,true
ELV,false,true,false,true,true
EMN,true,true,true,true,true
EMR,false,true,false,true,false
EOG,false,true,false,true,false
EQIX,true,true,true,true,true
EQR,false,true,false,true,false
EQT,true,true,true,true,true
ERIE,false,true,false,true,false
ES,false,true,false,true,false
ESS,true,true,true,true,true
ETN,false,true,false,true,true
ETR,false,true,false,false,false
EVRG,true,true,true,true,true
EW,true,true,true,true,true
EXC,true,true,true,true,true
EXPD,true,true,true,false,false
EXPE,true,true,true,true,true
EXR,false,true,false,true,true
F,true,true,true,true,true
FAST,true,true,true,true,false
FCX,false,false,false,false,false
FDS,true,true,true,true,true
FDX,true,true,true,true,true
FE,true,true,true,true,true
FFIV,true,true,true,true,true
FICO,true,true,true,true,true
FIS,true,true,true,true,true
FITB,true,true,true,true,true
FRT,true,true,true,true,true
FSLR,true,true,true,false,false
FTNT,true,true,true,true,true
GD,true,true,true,true,true
GE,true,true,true,true,true
GEN,true,true,true,true,true
GILD,true,true,true,true,true
GIS,false,true,false,true,true
GL,true,true,true,true,true
GLW,false,false,false,false,false
GOOG,true,true,true,false,false
GOOGL,true,true,true,true,true
GPC,true,true,true,true,true
GPN,true,true,true,true,true
GRMN,true,true,true,false,false
GS,false,true,false,true,true
GWW,true,false,true,false,false
HAL,false,true,false,true,false
HAS,true,false,true,false,false
HBAN,true,false,true,false,true
HD,false,true,false,true,true
HIG,false,true,false,true,false
HOLX,true,true,true,true,true
HON,true,true,true,true,true
HPQ,true,true,true,true,true
HRL,true,true,true,true,true
HSIC,true,true,true,true,true
HST,true,true,true,true,true
HSY,false,true,false,true,false
HUBB,true,true,true,true,true
HUM,true,true,true,true,true
IBM,true,true,true,true,true
ICE,true,true,true,true,true
IDXX,true,true,true,true,true
IEX,true,true,true,true,true
IFF,true,true,true,false,true
INCY,true,true,true,false,true
INTC,true,true,true,false,false
INTU,true,true,true,true,true
IP,false,true,false,true,false
IRM,true,true,true,true,true
ISRG,false,true,false,true,false
IT,true,true,true,true,true
ITW,true,true,true,true,true
IVZ,true,true,true,true,true
J,true,true,true,true,true
JBHT,false,true,false,true,true
JBL,true,true,true,true,true
JCI,true,true,true,true,true
JKHY,true,true,true,true,true
JNJ,false,true,false,true,false
JPM,true,false,true,false,true
KDP,true,true,true,true,true
KEY,true,true,true,true,true
KIM,false,true,false,true,false
KLAC,false,false,false,false,false
KMB,false,true,false,true,true
KMX,true,true,true,false,false
KO,true,true,true,true,true
KR,false,true,false,true,false
L,true,true,true,true,true
LDOS,true,true,true,true,true
LEN,false,true,false,true,false
LH,true,true,true,true,true
LHX,true,false,true,false,false
LII,true,true,true,true,true
LIN,false,true,false,true,false
LKQ,true,true,true,true,true
LLY,false,true,false,true,false
LMT,true,true,true,true,true
LNT,false,true,false,true,false
LOW,true,true,true,true,true
LRCX,true,true,true,true,true
LULU,true,true,true,true,true
LUV,false,true,false,true,false
LVS,true,true,true,true,true
LYV,true,true,true,true,true
MA,true,true,true,true,true
MAA,false,true,false,true,false
MAR,true,true,true,true,true
MAS,true,true,true,true,true
MCD,false,true,false,true,false
MCHP,false,false,false,false,false
MCK,false,false,false,false,false
MCO,false,true,false,true,true
MDLZ,false,true,false,false,false
MDT,true,true,true,true,true
MET,false,true,false,true,false
MGM,true,true,true,true,true
MHK,true,true,true,true,true
MKC,false,true,false,true,false
MKTX,true,true,true,true,true
MLM,false,true,false,true,false
MMC,true,true,true,true,true
MMM,true,true,true,true,true
MNST,true,true,true,true,true
MO,true,true,true,true,true
MOH,true,true,true,true,true
MOS,false,true,false,true,true
MPWR,false,true,false,true,false
MRK,true,true,true,false,false
MS,false,true,false,true,true
MSCI,true,true,true,true,true
MSFT,false,true,false,true,true
MSI,true,true,true,true,true
MTB,true,true,true,true,true
MTCH,true,true,true,true,true
MTD,false,true,false,true,false
MU,false,true,false,true,true
NDAQ,true,true,true,true,true
NDSN,true,true,true,true,true
NEE,false,true,false,true,true
NEM,false,false,false,false,false
NFLX,true,false,true,false,false
NI,true,true,true,true,true
NKE,true,true,true,true,true
NOC,false,true,false,true,false
NRG,true,true,true,true,true
NSC,true,true,true,true,true
NTAP,true,true,true,true,true
NTRS,true,true,true,true,true
NUE,false,false,false,false,false
NVDA,false,false,false,false,false
NVR,false,true,false,true,false
O,false,true,false,true,false
ODFL,true,true,true,true,true
OKE,true,true,true,true,false
OMC,true,true,true,true,true
ON,false,true,false,true,false
ORCL,true,false,true,false,false
ORLY,false,true,false,true,true
OXY,true,true,true,true,true
PAYX,true,true,true,false,false
PCAR,true,true,true,true,true
PCG,false,true,false,true,false
PEG,false,true,false,true,false
PEP,true,true,true,true,true
PFE,false,true,false,true,false
PFG,true,true,true,true,true
PG,true,true,true,true,true
PGR,false,true,false,true,true
PH,false,true,false,true,false
PHM,true,true,true,true,true
PKG,true,true,true,true,true
PLD,true,true,true,true,false
PM,false,true,false,true,false
PNC,true,true,true,true,true
PNR,false,true,false,true,false
PNW,true,true,true,true,true
PODD,true,true,true,true,true
POOL,true,false,true,false,false
PPG,true,true,true,true,true
PPL,false,true,false,true,false
PRU,true,true,true,true,true
PSA,true,true,true,true,true
PSKY,true,true,true,true,true
PTC,true,true,true,true,true
PWR,true,true,true,true,true
QCOM,true,false,true,false,false
RCL,false,true,false,true,false
REG,true,true,true,true,true
REGN,true,true,true,true,true
RF,true,false,true,false,true
RJF,true,true,true,true,true
RL,true,true,true,true,true
RMD,true,true,true,true,true
ROK,true,true,true,true,true
ROL,true,true,true,true,true
ROP,true,true,true,true,true
ROST,true,true,true,true,true
RSG,true,true,true,false,true
RTX,false,true,false,true,false
RVTY,true,true,true,true,true
SBAC,false,true,false,true,false
SBUX,true,true,true,true,true
SCHW,false,true,false,true,false
SHW,true,true,true,false,false
SJM,true,true,true,false,false
SLB,false,true,false,true,false
SMCI,true,true,true,false,true
SNA,true,true,true,true,true
SNPS,false,true,false,true,false
SO,false,true,false,true,true
SPG,true,true,true,true,true
SPGI,true,true,true,true,true
SRE,true,true,true,true,true
STE,false,true,false,true,false
STLD,false,true,false,true,false
STT,true,true,true,true,true
STX,true,true,true,true,false
STZ,true,true,true,true,true
SW,false,false,false,false,false
SWK,false,true,false,true,true
SWKS,false,false,false,false,false
SYK,false,true,false,true,false
SYY,true,true,true,true,true
T,true,true,true,true,true
TAP,true,true,true,true,true
TDG,true,true,true,true,true
TDY,true,true,true,true,true
TECH,true,true,true,true,true
TEL,false,true,false,true,false
TER,true,true,true,true,true
TFC,true,true,true,true,true
TGT,true,false,true,false,false
TJX,true,true,true,true,true
TKO,true,true,true,true,true
TMO,false,true,false,true,false
TMUS,true,false,true,false,false
TPL,false,true,false,true,false
TPR,true,true,true,true,true
TRMB,true,true,true,true,true
TROW,false,true,false,true,true
TRV,false,true,false,true,false
TSCO,true,true,true,true,true
TSN,true,false,true,false,false
TT,true,true,true,true,true
TTWO,true,false,true,false,false
TXN,false,true,false,false,false
TXT,true,true,true,true,true
TYL,true,true,true,true,true
UAL,true,true,true,true,true
UDR,false,true,false,true,false
UHS,true,true,true,true,true
ULTA,true,true,true,true,true
UNH,false,true,false,true,false
UNP,true,true,true,true,true
UPS,true,true,true,true,true
URI,true,true,true,true,true
USB,true,true,true,true,true
V,true,true,true,true,true
VLO,false,true,false,true,false
VMC,false,true,false,true,false
VRSK,true,true,true,true,true
VRSN,true,true,true,true,true
VRTX,true,true,true,true,true
VTR,true,true,true,true,true
VTRS,true,true,true,true,true
VZ,true,true,true,true,true
WAB,false,true,false,true,false
WAT,true,true,true,true,true
WBD,true,true,true,false,false
WDC,true,true,true,true,true
WEC,false,true,false,true,false
WELL,true,true,true,true,true
WFC,true,true,true,true,true
WM,true,true,true,true,true
WMB,true,false,true,false,false
WMT,true,true,true,true,true
WRB,false,true,false,true,false
WSM,true,false,true,false,false
WST,true,true,true,true,true
WTW,true,true,true,false,true
WY,true,true,true,true,true
WYNN,true,true,true,false,false
XEL,false,true,false,true,false
XOM,true,true,true,true,true
YUM,true,true,true,false,false
ZBH,true,true,true,true,true
ZBRA,true,true,true,true,true
